Vardas             Pavarde                 ND1       ND2       ND3       ND4       ND5 Egzaminas
Vardas5203             Pavarde5203          4          3          1          9          3
Vardas5204             Pavarde5204          8          4          2          5          8
Vardas5205             Pavarde5205          9          4          4          4          4
Vardas5206             Pavarde5206          5          3          9          3          2
Vardas5207             Pavarde5207          10          2          8          2          3
Vardas5208             Pavarde5208          1          1          4          7          1
Vardas5209             Pavarde5209          7          10          1          6          8
Vardas5210             Pavarde5210          8          5          5          4          4
Vardas5211             Pavarde5211          5          10          10          2          4
Vardas5212             Pavarde5212          2          9          6          1          5
Vardas5213             Pavarde5213          7          9          5          9          1
Vardas5214             Pavarde5214          5          1          6          5          2
Vardas5215             Pavarde5215          7          4          1          8          7
Vardas5216             Pavarde5216          1          8          1          3          8
Vardas5217             Pavarde5217          7          10          9          7          5
Vardas5218             Pavarde5218          2          6          1          3          8
Vardas5219             Pavarde5219          6          2          6          9          6
Vardas5220             Pavarde5220          3          3          5          3          7
Vardas5221             Pavarde5221          4          3          6          6          8
Vardas5222             Pavarde5222          10          8          6          6          10
Vardas5223             Pavarde5223          4          10          2          8          6
Vardas5224             Pavarde5224          2          10          8          3          5
Vardas5225             Pavarde5225          4          2          10          10          9
Vardas5226             Pavarde5226          10          4          2          5          3
Vardas5227             Pavarde5227          6          6          8          3          9
Vardas5228             Pavarde5228          10          10          10          2          9
Vardas5229             Pavarde5229          10          5          9          8          4
Vardas5230             Pavarde5230          6          10          6          8          10
Vardas5231             Pavarde5231          2          4          5          1          6
Vardas5232             Pavarde5232          5          1          6          4          9
Vardas5233             Pavarde5233          7          9          6          8          10
Vardas5234             Pavarde5234          9          3          4          4          7
Vardas5235             Pavarde5235          3          6          4          3          7
Vardas5236             Pavarde5236          2          2          7          9          5
Vardas5237             Pavarde5237          7          1          4          6          4
Vardas5238             Pavarde5238          9          1          7          5          3
Vardas5239             Pavarde5239          5          8          9          10          7
Vardas5240             Pavarde5240          8          5          2          10          1
Vardas5241             Pavarde5241          8          9          1          1          4
Vardas5242             Pavarde5242          2          9          2          2          10
Vardas5243             Pavarde5243          7          6          1          8          3
Vardas5244             Pavarde5244          5          3          10          6          6
Vardas5245             Pavarde5245          2          10          9          6          10
Vardas5246             Pavarde5246          5          1          8          4          4
Vardas5247             Pavarde5247          2          10          6          5          5
Vardas5248             Pavarde5248          8          6          6          9          8
Vardas5249             Pavarde5249          3          7          10          9          5
Vardas5250             Pavarde5250          8          3          8          9          2
Vardas5251             Pavarde5251          7          6          3          7          2
Vardas5252             Pavarde5252          7          9          3          7          9
Vardas5253             Pavarde5253          4          10          8          1          7
Vardas5254             Pavarde5254          7          8          9          7          4
Vardas5255             Pavarde5255          8          8          10          10          4
Vardas5256             Pavarde5256          9          1          5          10          7
Vardas5257             Pavarde5257          6          8          6          4          3
Vardas5258             Pavarde5258          3          5          3          7          4
Vardas5259             Pavarde5259          1          7          1          3          6
Vardas5260             Pavarde5260          1          5          9          5          6
Vardas5261             Pavarde5261          6          5          2          6          9
Vardas5262             Pavarde5262          3          8          5          4          2
Vardas5263             Pavarde5263          10          6          8          8          3
Vardas5264             Pavarde5264          6          5          3          1          7
Vardas5265             Pavarde5265          5          3          6          7          5
Vardas5266             Pavarde5266          4          1          5          8          9
Vardas5267             Pavarde5267          9          6          3          9          6
Vardas5268             Pavarde5268          4          9          6          1          5
Vardas5269             Pavarde5269          2          5          2          4          6
Vardas5270             Pavarde5270          5          5          10          9          9
Vardas5271             Pavarde5271          1          8          5          8          5
Vardas5272             Pavarde5272          10          10          10          6          5
Vardas5273             Pavarde5273          7          7          10          9          4
Vardas5274             Pavarde5274          2          7          5          8          8
Vardas5275             Pavarde5275          3          7          8          5          5
Vardas5276             Pavarde5276          1          7          4          6          10
Vardas5277             Pavarde5277          6          2          8          10          8
Vardas5278             Pavarde5278          9          1          10          5          1
Vardas5279             Pavarde5279          4          1          5          10          2
Vardas5280             Pavarde5280          7          9          3          1          8
Vardas5281             Pavarde5281          8          3          6          10          4
Vardas5282             Pavarde5282          8          3          6          8          1
Vardas5283             Pavarde5283          3          3          3          1          1
Vardas5284             Pavarde5284          4          4          8          1          4
Vardas5285             Pavarde5285          6          5          8          1          9
Vardas5286             Pavarde5286          4          2          3          5          9
Vardas5287             Pavarde5287          8          2          9          1          6
Vardas5288             Pavarde5288          8          2          8          10          2
Vardas5289             Pavarde5289          6          7          6          3          8
Vardas5290             Pavarde5290          2          4          10          3          4
Vardas5291             Pavarde5291          3          2          7          4          7
Vardas5292             Pavarde5292          2          1          9          5          1
Vardas5293             Pavarde5293          3          7          9          4          2
Vardas5294             Pavarde5294          1          9          2          8          2
Vardas5295             Pavarde5295          3          2          5          3          9
Vardas5296             Pavarde5296          3          1          4          9          5
Vardas5297             Pavarde5297          4          2          1          9          2
Vardas5298             Pavarde5298          10          7          5          7          2
Vardas5299             Pavarde5299          4          2          4          4          2
Vardas5300             Pavarde5300          4          3          5          4          10
Vardas5301             Pavarde5301          9          7          5          1          6
Vardas5302             Pavarde5302          5          5          4          6          9
Vardas5303             Pavarde5303          4          7          9          10          2
Vardas5304             Pavarde5304          6          7          2          1          8
Vardas5305             Pavarde5305          7          1          8          3          2
Vardas5306             Pavarde5306          1          7          5          7          4
Vardas5307             Pavarde5307          1          7          7          9          2
Vardas5308             Pavarde5308          9          4          5          9          3
Vardas5309             Pavarde5309          10          2          2          8          4
Vardas5310             Pavarde5310          2          10          3          8          5
Vardas5311             Pavarde5311          2          5          3          8          10
Vardas5312             Pavarde5312          6          6          2          3          10
Vardas5313             Pavarde5313          5          8          7          5          2
Vardas5314             Pavarde5314          8          2          8          3          8
Vardas5315             Pavarde5315          10          4          6          5          4
Vardas5316             Pavarde5316          9          3          3          6          8
Vardas5317             Pavarde5317          3          6          2          4          5
Vardas5318             Pavarde5318          8          8          7          6          1
Vardas5319             Pavarde5319          7          10          3          9          2
Vardas5320             Pavarde5320          1          9          7          6          5
Vardas5321             Pavarde5321          5          8          7          9          4
Vardas5322             Pavarde5322          10          7          1          6          6
Vardas5323             Pavarde5323          9          5          5          4          8
Vardas5324             Pavarde5324          8          2          7          6          6
Vardas5325             Pavarde5325          6          1          2          3          2
Vardas5326             Pavarde5326          7          10          4          8          9
Vardas5327             Pavarde5327          2          4          4          1          9
Vardas5328             Pavarde5328          2          6          5          3          2
Vardas5329             Pavarde5329          7          6          6          7          6
Vardas5330             Pavarde5330          3          7          5          9          9
Vardas5331             Pavarde5331          3          2          10          4          4
Vardas5332             Pavarde5332          8          4          8          9          2
Vardas5333             Pavarde5333          9          2          9          2          6
Vardas5334             Pavarde5334          7          10          2          9          8
Vardas5335             Pavarde5335          9          5          7          7          4
Vardas5336             Pavarde5336          4          7          7          8          9
Vardas5337             Pavarde5337          6          6          10          7          10
Vardas5338             Pavarde5338          9          3          8          9          4
Vardas5339             Pavarde5339          5          7          6          9          3
Vardas5340             Pavarde5340          6          8          8          8          4
Vardas5341             Pavarde5341          8          3          10          2          8
Vardas5342             Pavarde5342          1          2          5          2          4
Vardas5343             Pavarde5343          10          3          6          1          1
Vardas5344             Pavarde5344          6          2          7          7          3
Vardas5345             Pavarde5345          7          1          7          2          8
Vardas5346             Pavarde5346          4          3          5          10          3
Vardas5347             Pavarde5347          9          9          2          10          1
Vardas5348             Pavarde5348          9          7          10          1          7
Vardas5349             Pavarde5349          7          5          7          4          3
Vardas5350             Pavarde5350          8          7          5          7          5
Vardas5351             Pavarde5351          4          3          4          9          8
Vardas5352             Pavarde5352          7          4          6          5          8
Vardas5353             Pavarde5353          3          8          4          10          7
Vardas5354             Pavarde5354          3          9          2          9          1
Vardas5355             Pavarde5355          6          2          6          3          4
Vardas5356             Pavarde5356          4          1          7          3          1
Vardas5357             Pavarde5357          2          3          2          9          7
Vardas5358             Pavarde5358          2          6          5          9          7
Vardas5359             Pavarde5359          5          9          8          3          8
Vardas5360             Pavarde5360          10          4          9          1          1
Vardas5361             Pavarde5361          5          3          9          5          7
Vardas5362             Pavarde5362          3          2          8          2          5
Vardas5363             Pavarde5363          6          9          5          10          9
Vardas5364             Pavarde5364          5          9          7          4          9
Vardas5365             Pavarde5365          10          8          6          7          3
Vardas5366             Pavarde5366          7          8          4          7          3
Vardas5367             Pavarde5367          4          2          10          8          10
Vardas5368             Pavarde5368          6          4          6          5          9
Vardas5369             Pavarde5369          5          3          7          5          9
Vardas5370             Pavarde5370          5          8          8          10          3
Vardas5371             Pavarde5371          4          10          2          7          8
Vardas5372             Pavarde5372          3          2          6          5          5
Vardas5373             Pavarde5373          1          7          1          4          10
Vardas5374             Pavarde5374          5          8          5          9          8
Vardas5375             Pavarde5375          1          2          9          9          3
Vardas5376             Pavarde5376          4          3          2          7          9
Vardas5377             Pavarde5377          3          1          2          6          3
Vardas5378             Pavarde5378          3          4          9          1          1
Vardas5379             Pavarde5379          5          3          7          9          9
Vardas5380             Pavarde5380          5          10          5          2          1
Vardas5381             Pavarde5381          5          6          3          1          5
Vardas5382             Pavarde5382          10          4          5          1          5
Vardas5383             Pavarde5383          7          10          10          10          10
Vardas5384             Pavarde5384          5          5          8          1          8
Vardas5385             Pavarde5385          1          7          8          6          4
Vardas5386             Pavarde5386          2          2          1          4          7
Vardas5387             Pavarde5387          3          3          6          5          9
Vardas5388             Pavarde5388          9          4          3          3          8
Vardas5389             Pavarde5389          7          9          10          9          4
Vardas5390             Pavarde5390          6          5          4          6          9
Vardas5391             Pavarde5391          4          1          3          3          6
Vardas5392             Pavarde5392          9          4          3          6          10
Vardas5393             Pavarde5393          2          2          2          8          7
Vardas5394             Pavarde5394          5          1          8          3          9
Vardas5395             Pavarde5395          8          4          4          8          2
Vardas5396             Pavarde5396          6          3          10          8          2
Vardas5397             Pavarde5397          3          4          9          7          6
Vardas5398             Pavarde5398          5          4          7          10          6
Vardas5399             Pavarde5399          7          9          4          4          9
Vardas5400             Pavarde5400          3          10          8          9          2
Vardas5401             Pavarde5401          4          2          7          2          6
Vardas5402             Pavarde5402          3          10          6          7          1
Vardas5403             Pavarde5403          3          5          6          8          7
Vardas5404             Pavarde5404          1          6          7          7          7
Vardas5405             Pavarde5405          2          7          9          4          1
Vardas5406             Pavarde5406          2          5          7          7          9
Vardas5407             Pavarde5407          1          5          10          10          3
Vardas5408             Pavarde5408          3          8          4          9          1
Vardas5409             Pavarde5409          8          10          3          3          8
Vardas5410             Pavarde5410          10          7          4          10          1
Vardas5411             Pavarde5411          8          8          10          8          7
Vardas5412             Pavarde5412          8          9          4          3          10
Vardas5413             Pavarde5413          3          1          6          9          4
Vardas5414             Pavarde5414          8          1          7          10          3
Vardas5415             Pavarde5415          4          1          4          6          1
Vardas5416             Pavarde5416          2          3          5          8          9
Vardas5417             Pavarde5417          5          2          7          6          10
Vardas5418             Pavarde5418          6          1          4          9          3
Vardas5419             Pavarde5419          2          5          10          9          10
Vardas5420             Pavarde5420          2          2          6          1          3
Vardas5421             Pavarde5421          3          4          6          1          7
Vardas5422             Pavarde5422          9          8          4          6          3
Vardas5423             Pavarde5423          7          2          10          6          5
Vardas5424             Pavarde5424          9          5          4          1          6
Vardas5425             Pavarde5425          8          7          8          3          3
Vardas5426             Pavarde5426          4          3          7          5          4
Vardas5427             Pavarde5427          3          3          9          3          10
Vardas5428             Pavarde5428          7          4          9          7          5
Vardas5429             Pavarde5429          4          6          9          5          3
Vardas5430             Pavarde5430          2          2          6          2          1
Vardas5431             Pavarde5431          1          7          9          9          9
Vardas5432             Pavarde5432          6          2          2          1          5
Vardas5433             Pavarde5433          7          5          7          2          4
Vardas5434             Pavarde5434          2          1          3          4          5
Vardas5435             Pavarde5435          4          10          7          5          4
Vardas5436             Pavarde5436          4          7          10          9          2
Vardas5437             Pavarde5437          1          1          1          10          10
Vardas5438             Pavarde5438          1          2          1          7          6
Vardas5439             Pavarde5439          3          6          6          2          8
Vardas5440             Pavarde5440          1          6          1          1          9
Vardas5441             Pavarde5441          1          1          2          4          3
Vardas5442             Pavarde5442          3          10          7          7          7
Vardas5443             Pavarde5443          8          3          8          9          5
Vardas5444             Pavarde5444          1          3          3          3          7
Vardas5445             Pavarde5445          6          1          5          10          4
Vardas5446             Pavarde5446          7          10          10          4          9
Vardas5447             Pavarde5447          2          8          9          3          5
Vardas5448             Pavarde5448          1          9          5          2          3
Vardas5449             Pavarde5449          10          10          1          10          3
Vardas5450             Pavarde5450          3          8          5          6          9
Vardas5451             Pavarde5451          2          9          3          6          3
Vardas5452             Pavarde5452          9          10          8          6          7
Vardas5453             Pavarde5453          10          9          8          4          3
Vardas5454             Pavarde5454          8          3          9          5          9
Vardas5455             Pavarde5455          1          9          6          2          4
Vardas5456             Pavarde5456          2          10          7          9          1
Vardas5457             Pavarde5457          1          7          2          5          4
Vardas5458             Pavarde5458          5          4          5          7          7
Vardas5459             Pavarde5459          9          7          6          9          7
Vardas5460             Pavarde5460          5          6          2          3          1
Vardas5461             Pavarde5461          9          9          3          7          3
Vardas5462             Pavarde5462          3          6          8          3          2
Vardas5463             Pavarde5463          4          2          8          6          2
Vardas5464             Pavarde5464          7          5          4          4          8
Vardas5465             Pavarde5465          5          8          2          10          1
Vardas5466             Pavarde5466          2          4          9          7          5
Vardas5467             Pavarde5467          1          8          9          4          9
Vardas5468             Pavarde5468          7          8          7          5          3
Vardas5469             Pavarde5469          6          7          2          6          8
Vardas5470             Pavarde5470          4          5          9          2          4
Vardas5471             Pavarde5471          1          4          5          5          8
Vardas5472             Pavarde5472          6          6          9          6          9
Vardas5473             Pavarde5473          9          9          9          6          5
Vardas5474             Pavarde5474          8          8          5          6          2
Vardas5475             Pavarde5475          4          5          5          7          3
Vardas5476             Pavarde5476          8          3          2          1          2
Vardas5477             Pavarde5477          8          9          6          8          9
Vardas5478             Pavarde5478          1          1          7          2          1
Vardas5479             Pavarde5479          8          5          9          5          7
Vardas5480             Pavarde5480          3          5          6          8          10
Vardas5481             Pavarde5481          2          1          1          6          7
Vardas5482             Pavarde5482          6          1          8          10          10
Vardas5483             Pavarde5483          9          10          9          9          4
Vardas5484             Pavarde5484          3          4          1          7          10
Vardas5485             Pavarde5485          1          1          5          5          7
Vardas5486             Pavarde5486          7          3          7          6          2
Vardas5487             Pavarde5487          9          3          6          9          10
Vardas5488             Pavarde5488          1          9          4          5          7
Vardas5489             Pavarde5489          9          7          6          5          4
Vardas5490             Pavarde5490          9          7          4          7          7
Vardas5491             Pavarde5491          6          6          1          1          2
Vardas5492             Pavarde5492          7          3          6          10          3
Vardas5493             Pavarde5493          3          3          8          2          10
Vardas5494             Pavarde5494          8          5          8          9          1
Vardas5495             Pavarde5495          4          5          6          5          10
Vardas5496             Pavarde5496          5          6          4          5          10
Vardas5497             Pavarde5497          1          4          7          8          3
Vardas5498             Pavarde5498          4          4          7          3          2
Vardas5499             Pavarde5499          1          4          1          9          1
Vardas5500             Pavarde5500          2          10          8          5          4
Vardas5501             Pavarde5501          6          6          10          3          5
Vardas5502             Pavarde5502          3          5          10          3          6
Vardas5503             Pavarde5503          9          1          5          8          7
Vardas5504             Pavarde5504          8          10          2          3          8
Vardas5505             Pavarde5505          5          7          3          6          6
Vardas5506             Pavarde5506          2          9          6          5          1
Vardas5507             Pavarde5507          10          10          8          2          2
Vardas5508             Pavarde5508          7          7          7          6          8
Vardas5509             Pavarde5509          4          5          10          8          5
Vardas5510             Pavarde5510          6          1          5          10          1
Vardas5511             Pavarde5511          2          10          6          2          9
Vardas5512             Pavarde5512          3          2          3          3          9
Vardas5513             Pavarde5513          4          2          2          3          4
Vardas5514             Pavarde5514          4          10          5          10          7
Vardas5515             Pavarde5515          2          2          6          8          3
Vardas5516             Pavarde5516          5          5          10          2          7
Vardas5517             Pavarde5517          4          8          3          3          5
Vardas5518             Pavarde5518          3          3          3          7          7
Vardas5519             Pavarde5519          7          1          5          2          3
Vardas5520             Pavarde5520          4          2          9          1          3
Vardas5521             Pavarde5521          10          9          9          1          9
Vardas5522             Pavarde5522          5          9          4          7          9
Vardas5523             Pavarde5523          3          10          10          2          6
Vardas5524             Pavarde5524          5          7          2          6          4
Vardas5525             Pavarde5525          6          1          10          4          9
Vardas5526             Pavarde5526          2          2          1          9          6
Vardas5527             Pavarde5527          2          7          4          4          1
Vardas5528             Pavarde5528          4          10          6          3          7
Vardas5529             Pavarde5529          3          9          7          10          2
Vardas5530             Pavarde5530          10          6          2          2          2
Vardas5531             Pavarde5531          6          1          5          8          1
Vardas5532             Pavarde5532          4          10          2          3          9
Vardas5533             Pavarde5533          10          5          9          2          9
Vardas5534             Pavarde5534          5          6          8          4          6
Vardas5535             Pavarde5535          9          8          7          5          5
Vardas5536             Pavarde5536          2          2          3          4          8
Vardas5537             Pavarde5537          8          6          8          5          10
Vardas5538             Pavarde5538          2          10          4          3          10
Vardas5539             Pavarde5539          6          2          2          10          2
Vardas5540             Pavarde5540          8          7          2          3          2
Vardas5541             Pavarde5541          10          3          2          7          2
Vardas5542             Pavarde5542          4          3          5          8          10
Vardas5543             Pavarde5543          8          1          3          9          6
Vardas5544             Pavarde5544          4          2          3          2          10
Vardas5545             Pavarde5545          2          8          2          4          9
Vardas5546             Pavarde5546          7          10          6          9          1
Vardas5547             Pavarde5547          9          5          10          1          8
Vardas5548             Pavarde5548          1          6          5          4          8
Vardas5549             Pavarde5549          6          4          3          2          1
Vardas5550             Pavarde5550          3          6          1          10          5
Vardas5551             Pavarde5551          10          3          7          10          6
Vardas5552             Pavarde5552          8          4          7          9          7
Vardas5553             Pavarde5553          4          1          6          4          4
Vardas5554             Pavarde5554          1          2          2          6          4
Vardas5555             Pavarde5555          5          5          10          2          4
Vardas5556             Pavarde5556          5          1          4          4          6
Vardas5557             Pavarde5557          8          9          6          9          7
Vardas5558             Pavarde5558          7          8          1          6          10
Vardas5559             Pavarde5559          1          3          7          1          10
Vardas5560             Pavarde5560          1          6          3          10          5
Vardas5561             Pavarde5561          9          2          3          9          10
Vardas5562             Pavarde5562          8          1          10          9          8
Vardas5563             Pavarde5563          10          5          6          10          2
Vardas5564             Pavarde5564          2          7          8          10          10
Vardas5565             Pavarde5565          9          4          6          8          5
Vardas5566             Pavarde5566          5          8          9          4          6
Vardas5567             Pavarde5567          10          10          2          7          2
Vardas5568             Pavarde5568          9          5          1          2          10
Vardas5569             Pavarde5569          3          5          7          5          4
Vardas5570             Pavarde5570          7          9          8          5          8
Vardas5571             Pavarde5571          1          2          3          3          7
Vardas5572             Pavarde5572          9          9          3          8          6
Vardas5573             Pavarde5573          2          5          1          10          5
Vardas5574             Pavarde5574          9          10          8          9          5
Vardas5575             Pavarde5575          6          1          7          2          10
Vardas5576             Pavarde5576          9          4          6          10          6
Vardas5577             Pavarde5577          9          7          3          10          2
Vardas5578             Pavarde5578          9          5          3          9          3
Vardas5579             Pavarde5579          7          1          7          10          1
Vardas5580             Pavarde5580          2          7          9          1          6
Vardas5581             Pavarde5581          4          4          2          6          1
Vardas5582             Pavarde5582          5          7          6          7          7
Vardas5583             Pavarde5583          10          1          6          9          10
Vardas5584             Pavarde5584          5          2          8          6          1
Vardas5585             Pavarde5585          4          7          1          6          1
Vardas5586             Pavarde5586          6          8          7          2          4
Vardas5587             Pavarde5587          7          10          2          3          5
Vardas5588             Pavarde5588          7          8          2          8          9
Vardas5589             Pavarde5589          7          1          3          8          3
Vardas5590             Pavarde5590          1          3          2          7          2
Vardas5591             Pavarde5591          9          8          6          2          5
Vardas5592             Pavarde5592          4          2          3          6          6
Vardas5593             Pavarde5593          5          3          7          8          3
Vardas5594             Pavarde5594          6          2          2          1          2
Vardas5595             Pavarde5595          6          1          6          1          5
Vardas5596             Pavarde5596          3          3          9          4          10
Vardas5597             Pavarde5597          1          5          10          5          4
Vardas5598             Pavarde5598          4          8          3          6          1
Vardas5599             Pavarde5599          1          8          4          5          8
Vardas5600             Pavarde5600          4          2          7          1          3
Vardas5601             Pavarde5601          4          2          1          8          4
Vardas5602             Pavarde5602          5          4          3          3          4
Vardas5603             Pavarde5603          7          1          6          8          10
Vardas5604             Pavarde5604          1          3          5          5          1
Vardas5605             Pavarde5605          9          8          7          9          5
Vardas5606             Pavarde5606          10          8          8          8          9
Vardas5607             Pavarde5607          4          10          7          6          1
Vardas5608             Pavarde5608          10          3          5          4          10
Vardas5609             Pavarde5609          5          3          3          9          7
Vardas5610             Pavarde5610          2          5          8          3          1
Vardas5611             Pavarde5611          3          9          6          1          1
Vardas5612             Pavarde5612          10          2          9          8          3
Vardas5613             Pavarde5613          3          4          10          8          2
Vardas5614             Pavarde5614          10          5          4          10          9
Vardas5615             Pavarde5615          9          4          9          8          6
Vardas5616             Pavarde5616          5          9          6          3          7
Vardas5617             Pavarde5617          4          3          5          2          8
Vardas5618             Pavarde5618          5          3          7          2          4
Vardas5619             Pavarde5619          3          7          8          6          5
Vardas5620             Pavarde5620          2          3          4          8          10
Vardas5621             Pavarde5621          5          6          7          10          6
Vardas5622             Pavarde5622          10          10          6          9          8
Vardas5623             Pavarde5623          7          6          10          9          8
Vardas5624             Pavarde5624          2          4          10          10          2
Vardas5625             Pavarde5625          5          8          4          7          5
Vardas5626             Pavarde5626          7          3          6          7          1
Vardas5627             Pavarde5627          9          6          6          5          2
Vardas5628             Pavarde5628          8          2          4          2          2
Vardas5629             Pavarde5629          10          3          5          3          10
Vardas5630             Pavarde5630          4          9          2          4          3
Vardas5631             Pavarde5631          4          8          3          2          1
Vardas5632             Pavarde5632          1          5          6          7          5
Vardas5633             Pavarde5633          9          10          3          8          7
Vardas5634             Pavarde5634          3          1          9          6          1
Vardas5635             Pavarde5635          3          4          3          2          9
Vardas5636             Pavarde5636          10          8          6          3          10
Vardas5637             Pavarde5637          6          1          8          5          5
Vardas5638             Pavarde5638          5          1          3          2          6
Vardas5639             Pavarde5639          5          2          2          3          8
Vardas5640             Pavarde5640          7          6          5          2          5
Vardas5641             Pavarde5641          1          2          8          8          6
Vardas5642             Pavarde5642          1          6          9          4          6
Vardas5643             Pavarde5643          9          1          3          8          4
Vardas5644             Pavarde5644          6          2          1          3          2
Vardas5645             Pavarde5645          5          9          9          1          6
Vardas5646             Pavarde5646          4          5          4          4          8
Vardas5647             Pavarde5647          1          6          2          2          5
Vardas5648             Pavarde5648          10          2          6          6          2
Vardas5649             Pavarde5649          1          10          6          10          6
Vardas5650             Pavarde5650          10          3          6          9          10
Vardas5651             Pavarde5651          9          5          2          8          4
Vardas5652             Pavarde5652          10          9          10          6          5
Vardas5653             Pavarde5653          1          6          5          9          4
Vardas5654             Pavarde5654          7          5          3          5          7
Vardas5655             Pavarde5655          6          7          8          6          10
Vardas5656             Pavarde5656          5          9          1          7          7
Vardas5657             Pavarde5657          6          4          1          6          6
Vardas5658             Pavarde5658          6          1          2          8          10
Vardas5659             Pavarde5659          9          6          8          1          4
Vardas5660             Pavarde5660          6          3          1          6          1
Vardas5661             Pavarde5661          5          9          3          2          10
Vardas5662             Pavarde5662          8          5          7          7          6
Vardas5663             Pavarde5663          3          8          9          1          9
Vardas5664             Pavarde5664          4          8          9          10          5
Vardas5665             Pavarde5665          7          1          2          4          10
Vardas5666             Pavarde5666          6          5          2          10          9
Vardas5667             Pavarde5667          5          8          8          9          6
Vardas5668             Pavarde5668          3          2          1          8          6
Vardas5669             Pavarde5669          1          5          6          9          7
Vardas5670             Pavarde5670          9          7          6          3          3
Vardas5671             Pavarde5671          5          1          1          3          7
Vardas5672             Pavarde5672          5          5          5          1          6
Vardas5673             Pavarde5673          6          7          4          4          2
Vardas5674             Pavarde5674          10          1          1          6          5
Vardas5675             Pavarde5675          10          4          3          9          3
Vardas5676             Pavarde5676          4          4          10          9          1
Vardas5677             Pavarde5677          10          4          6          7          8
Vardas5678             Pavarde5678          5          5          6          6          2
Vardas5679             Pavarde5679          8          9          6          3          1
Vardas5680             Pavarde5680          7          4          10          10          9
Vardas5681             Pavarde5681          4          5          1          3          4
Vardas5682             Pavarde5682          8          2          3          4          5
Vardas5683             Pavarde5683          3          8          5          1          6
Vardas5684             Pavarde5684          2          1          1          2          7
Vardas5685             Pavarde5685          9          5          3          6          8
Vardas5686             Pavarde5686          2          5          8          5          10
Vardas5687             Pavarde5687          10          3          1          8          8
Vardas5688             Pavarde5688          2          5          5          3          7
Vardas5689             Pavarde5689          6          1          3          6          4
Vardas5690             Pavarde5690          5          1          6          10          2
Vardas5691             Pavarde5691          6          6          5          5          3
Vardas5692             Pavarde5692          5          10          1          5          7
Vardas5693             Pavarde5693          5          5          6          6          4
Vardas5694             Pavarde5694          2          10          10          6          9
Vardas5695             Pavarde5695          7          7          8          7          2
Vardas5696             Pavarde5696          8          4          2          10          5
Vardas5697             Pavarde5697          5          7          5          4          6
Vardas5698             Pavarde5698          1          7          9          1          1
Vardas5699             Pavarde5699          5          1          9          1          10
Vardas5700             Pavarde5700          6          8          2          9          5
